message,intent
Quels sont les événements clés de la Guerre de la Quadruple-Alliance ?,recherche
Test mes connaissances sur la Guerre du Darfour,quizz
Peux-tu me parler d’un événement marquant de Première la Guerre mondiale ?,recherche
Test mes connaissances sur la Guerre de Sécession,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les empires ayant existé en la Guerre de la Ligue d'Augsbourg ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre d'Espagne,quizz
Je veux une fiche de révision sur les Guerres de la Révolution française,résumé
Raconte-moi en quelques phrases la Guerre de Corée,résumé
Fais-moi un résumé sur la Guerre d'indépendance grecque,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais un quiz sur la Guerre civile éthiopienne,quizz
Donne-moi un résumé de la Guerre de Succession d'Espagne,résumé
Raconte-moi en quelques phrases la Guerre du Vietnam,résumé
Peux-tu me faire un quizz sur la Guerre du Darfour ?,quizz
Je veux une fiche de révision sur la Guerre des Boers,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre d'Algérie,quizz
Peux-tu me faire un quizz sur la Guerre de Sept Ans ?,quizz
Explique-moi en bref la Guerre de 1812,résumé
Explique-moi une bataille célèbre liée à la Guerre d'Algérie,recherche
Je veux un quizz sur la Guerre des Boers,quizz
Explique-moi en bref la Guerre de Corée,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi un résumé de la Guerre de Sept Ans,résumé
Quand a commencé la Guerre civile chinoise ?,recherche
Quels sont les événements majeurs de la Guerre du Kosovo ?,recherche
Génère un quizz sur la Guerre du Darfour,quizz
Raconte-moi l'histoire de la Guerre Iran-Irak,recherche
J’aimerais un quiz sur la Guerre de la Ligue de Cambrai,quizz
Je veux une fiche de révision sur les Guerres napoléoniennes,résumé
Donne-moi un résumé de la Guerre de la Ligue de Cambrai,résumé
Fais-moi un résumé sur la Guerre du Tigré,résumé
Génère un quizz sur la Guerre de Bosnie,quizz
Fais-moi un résumé sur la Guerre du Vietnam,résumé
Quels pays étaient impliqués dans la Guerre civile libyenne ?,recherche
Fais-moi un quizz sur la Guerre de Bosnie,quizz
Peux-tu me faire un quizz sur la Guerre civile sierra-léonaise ?,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Parle-moi de la Guerre du Kosovo,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les empires ayant existé en la Guerre de la Quadruple-Alliance ?,recherche
Peux-tu me parler d’un événement marquant de la Guerre de la Quadruple-Alliance ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi un résumé de la Guerre de Hollande,résumé
J’aimerais apprendre plus sur les Guerres de la Révolution française,recherche
Quels sont les faits historiques les plus importants de la Guerre du Tigré ?,recherche
J’aimerais un quiz sur la Guerre du Vietnam,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi en bref la Guerre de Sept Ans,résumé
Pose-moi des questions sur la Guerre civile sud-soudanaise,quizz
Quels pays étaient impliqués dans la Guerre civile sud-soudanaise ?,recherche
Que s’est-il passé en la Guerre de Sept Ans ?,recherche
Fais-moi un quizz sur la Guerre d'indépendance irlandaise,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un résumé sur la Guerre civile russe,résumé
Dis-moi tout ce que tu sais sur la Guerre du Tigré,recherche
Pose-moi des questions sur la Guerre de Corée,quizz
Dis-moi tout ce que tu sais sur la Guerre de Succession de Pologne,recherche
Quand a commencé la Guerre d'Irak ?,recherche
Donne-moi des informations sur la Guerre d'indépendance grecque,recherche
Raconte-moi une anecdote sur la Guerre civile libyenne,recherche
Fais-moi un quizz sur la Guerre de Corée,quizz
Donne-moi un résumé de la Guerre civile yéménite,résumé
Fais-moi un quizz sur la Guerre civile mozambicaine,quizz
Donne-moi un résumé de la Guerre de la Quadruple-Alliance,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les événements de la Guerre civile libérienne ?,recherche
Fais-moi un résumé sur les Guerres napoléoniennes,résumé
Pose-moi des questions sur la Guerre civile sierra-léonaise,quizz
Je veux une fiche de révision sur la Guerre d'Algérie,résumé
Quels sont les empires ayant existé en la Guerre de Succession d'Espagne ?,recherche
Je veux un résumé sur la Guerre Iran-Irak,résumé
J’aimerais apprendre plus sur la Guerre civile libyenne,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi en bref la Guerre de 1812,résumé
Fais-moi une synthèse sur la Guerre civile chinoise,résumé
Quels sont les événements de la Guerre d'Irak ?,recherche
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre de 1812,quizz
Raconte-moi en quelques phrases la Guerre civile libérienne,résumé
Raconte-moi en quelques phrases la Guerre civile sud-soudanaise,résumé
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre de Succession de Pologne,quizz
Je veux un résumé sur la Guerre civile centrafricaine,résumé
Quels pays étaient impliqués dans la Guerre civile sierra-léonaise ?,recherche
J’aimerais apprendre plus sur la Guerre civile russe,recherche
Affiche-moi les réponses du test,quizz_reponses
Pose-moi des questions sur la Guerre de Corée,quizz
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me faire un quizz sur la Guerre civile syrienne ?,quizz
Explique-moi en bref la Guerre d'Espagne,résumé
Fais-moi un quizz sur la Guerre de Corée,quizz
Génère un quizz sur la Guerre d'Irak,quizz
Fais-moi un résumé sur la Guerre des Boers,résumé
Fais-moi un quizz sur les Guerres napoléoniennes,quizz
Que s’est-il passé en la Guerre civile libyenne ?,recherche
Je veux une fiche de révision sur la Guerre du Golfe,résumé
Peux-tu me faire un quizz sur la Guerre de la Ligue de Cambrai ?,quizz
Je veux une fiche de révision sur la Guerre civile angolaise,résumé
Fais-moi un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
Quels sont les personnages célèbres de la Guerre d'indépendance irlandaise ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Pose-moi des questions sur la Guerre d'Indépendance des États-Unis,quizz
Quels sont les événements de la Guerre de Succession d'Espagne ?,recherche
Explique-moi une bataille célèbre liée à la Guerre de Trente Ans,recherche
Quels pays étaient impliqués dans la Guerre du Donbass ?,recherche
Fais-moi une synthèse sur la Guerre de 1812,résumé
Explique-moi la Guerre de Trente Ans,recherche
Raconte-moi l'histoire de la Guerre de Sécession,recherche
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi en quelques phrases la Guerre de 1812,résumé
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux un quizz sur la Guerre civile centrafricaine,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi la Guerre de Crimée,recherche
Fais-moi une synthèse sur la Guerre de Succession d'Autriche,résumé
Je veux une fiche de révision sur la Guerre d'indépendance irlandaise,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre civile chinoise,résumé
J’aimerais un quiz sur les Guerres napoléoniennes,quizz
Quels sont les personnages célèbres de la Guerre civile syrienne ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Trente Ans ?,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Dévolution ?,quizz
Je veux un résumé sur la Guerre de Succession de Pologne,résumé
Quels sont les événements de la Guerre de Trente Ans ?,recherche
Quelles sont les causes de Première la Guerre mondiale ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Je veux une fiche de révision sur la Guerre d'Afghanistan,résumé
Je veux un résumé sur la Guerre civile sud-soudanaise,résumé
J’aimerais apprendre plus sur la Guerre d'Indépendance des États-Unis,recherche
J’aimerais un quiz sur la Guerre de Sécession,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre de la Quadruple-Alliance,quizz
Pose-moi des questions sur la Guerre civile angolaise,quizz
Fais-moi une synthèse sur la Guerre civile angolaise,résumé
J’aimerais apprendre plus sur la Guerre de la Ligue d'Augsbourg,recherche
Explique-moi en bref la Guerre civile libyenne,résumé
Je veux un quizz sur la Guerre du Tigré,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux une fiche de révision sur la Guerre d'Indépendance des États-Unis,résumé
Affiche-moi les réponses du test,quizz_reponses
Explique-moi en bref la Guerre du Golfe,résumé
Fais-moi un quizz sur la Guerre de Succession d'Espagne,quizz
Affiche-moi les réponses du test,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais apprendre plus sur la Guerre d'Afghanistan,recherche
Quand a commencé la Guerre de Sécession ?,recherche
J’aimerais un quiz sur la Guerre de Succession d'Autriche,quizz
Quels sont les événements de la Guerre du Donbass ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me parler d’un événement marquant de la Guerre de Trente Ans ?,recherche
Quels sont les événements majeurs de la Guerre de Bosnie ?,recherche
Je veux une fiche de révision sur la Guerre de Sept Ans,résumé
Génère un quizz sur la Guerre des Boers,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un résumé sur la Guerre de Succession d'Autriche,résumé
Je veux un quizz sur la Guerre d'Irak,quizz
Génère un quizz sur la Guerre de Succession d'Autriche,quizz
Quels pays étaient impliqués dans la Guerre du Donbass ?,recherche
Test mes connaissances sur la Guerre de Crimée,quizz
Génère un quizz sur la Guerre civile angolaise,quizz
Fais-moi un résumé sur la Guerre de Succession d'Espagne,résumé
Je veux un quizz sur la Guerre de Crimée,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les événements clés de la Guerre de la Ligue d'Augsbourg ?,recherche
Fais-moi une synthèse sur la Guerre de 1812,résumé
Je veux un résumé sur la Guerre du Kosovo,résumé
Quels sont les faits marquants de la Guerre de Sept Ans ?,recherche
Peux-tu me parler d’un événement marquant de la Guerre d'Algérie ?,recherche
Pose-moi des questions sur Seconde Guerre mondiale,quizz
Raconte-moi en quelques phrases Seconde Guerre mondiale,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais un quiz sur la Guerre d'Indépendance des États-Unis,quizz
Affiche-moi les réponses du test,quizz_reponses
Donne-moi un résumé de la Guerre de Succession de Pologne,résumé
Je veux un résumé sur la Guerre du Donbass,résumé
Test mes connaissances sur la Guerre d'indépendance irlandaise,quizz
Je veux un résumé sur la Guerre de Succession d'Autriche,résumé
Explique-moi une bataille célèbre liée à la Guerre du Tigré,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi en quelques phrases Première la Guerre mondiale,résumé
Quels sont les faits historiques les plus importants de la Guerre de Sept Ans ?,recherche
Fais-moi un résumé sur la Guerre civile mozambicaine,résumé
Fais-moi une synthèse sur la Guerre de Sécession,résumé
Explique-moi en bref la Guerre d'Espagne,résumé
Explique-moi en bref la Guerre civile libyenne,résumé
Quels sont les faits marquants de la Guerre d'Indépendance des États-Unis ?,recherche
Quand a eu lieu la Guerre du Yom Kippour ?,recherche
Je veux un résumé sur la Guerre de Succession de Pologne,résumé
Fais-moi une synthèse sur la Guerre d'Afghanistan,résumé
Quels sont les conflits les plus meurtriers de la Guerre civile russe ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais apprendre plus sur la Guerre du Mali,recherche
Affiche-moi les réponses du test,quizz_reponses
Explique-moi une bataille célèbre liée à la Guerre du Tigré,recherche
Fais-moi un exposé sur un grand personnage de la Guerre de Hollande,recherche
Quels sont les personnages célèbres de la Guerre de Bosnie ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi ce qu'était Seconde Guerre mondiale,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre civile centrafricaine,quizz
Génère un quizz sur Seconde Guerre mondiale,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Raconte-moi une anecdote sur la Guerre d'indépendance irlandaise,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Raconte-moi l'histoire de la Guerre de 1812,recherche
Dis-moi tout ce que tu sais sur la Guerre civile mozambicaine,recherche
J’aimerais apprendre plus sur Première la Guerre mondiale,recherche
Quels sont les faits marquants de la Guerre civile yéménite ?,recherche
Quels sont les faits historiques les plus importants de la Guerre civile libérienne ?,recherche
Fais-moi un quizz sur la Guerre du Yom Kippour,quizz
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un résumé sur la Guerre de Sécession,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre d'Irak ?,quizz
Je veux un quizz sur la Guerre civile chinoise,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Raconte-moi en quelques phrases Première la Guerre mondiale,résumé
Fais-moi un résumé sur la Guerre du Kosovo,résumé
Génère un quizz sur la Guerre de Crimée,quizz
Explique-moi en bref les Guerres napoléoniennes,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quand a eu lieu la Guerre civile sud-soudanaise ?,recherche
Test mes connaissances sur Première la Guerre mondiale,quizz
Test mes connaissances sur la Guerre civile angolaise,quizz
Fais-moi un résumé sur la Guerre de Corée,résumé
Fais-moi un résumé sur la Guerre du Kosovo,résumé
Quand a commencé la Guerre du Mali ?,recherche
Donne-moi un résumé de Seconde Guerre mondiale,résumé
Quels pays étaient impliqués dans la Guerre de Trente Ans ?,recherche
Explique-moi la Guerre de Crimée,recherche
Que s’est-il passé en la Guerre du Haut-Karabagh ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les événements clés de la Guerre Iran-Irak ?,recherche
Quels sont les conflits les plus meurtriers de la Guerre d'indépendance irlandaise ?,recherche
Explique-moi ce qu'était la Guerre civile mozambicaine,recherche
Test mes connaissances sur la Guerre du Tigré,quizz
Test mes connaissances sur la Guerre civile chinoise,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Quels sont les événements majeurs de Seconde Guerre mondiale ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Quels sont les événements clés de la Guerre civile centrafricaine ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux une fiche de révision sur la Guerre du Vietnam,résumé
Je veux un résumé sur la Guerre de la Ligue de Cambrai,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi en bref les Guerres de la Révolution française,résumé
Je veux un quizz sur la Guerre du Mali,quizz
Parle-moi de la Guerre Iran-Irak,recherche
Raconte-moi une anecdote sur Seconde Guerre mondiale,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais un quiz sur la Guerre du Kosovo,quizz
Peux-tu me parler d’un événement marquant de la Guerre du Kosovo ?,recherche
Je veux un quizz sur la Guerre civile libérienne,quizz
Donne-moi un résumé de la Guerre civile libyenne,résumé
Donne-moi des informations sur la Guerre de la Ligue de Cambrai,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi une bataille célèbre liée à la Guerre du Mali,recherche
Fais-moi un quizz sur la Guerre civile angolaise,quizz
Pose-moi des questions sur la Guerre du Haut-Karabagh,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais un quiz sur la Guerre de Hollande,quizz
Parle-moi de la Guerre civile syrienne,recherche
Quels sont les empires ayant existé en la Guerre de Sept Ans ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quand a commencé la Guerre civile libyenne ?,recherche
Quels sont les faits marquants de la Guerre civile sud-soudanaise ?,recherche
Génère un quizz sur la Guerre franco-prussienne,quizz
Explique-moi en bref la Guerre de Succession d'Autriche,résumé
Pose-moi des questions sur la Guerre des Boers,quizz
J’aimerais apprendre plus sur la Guerre de Succession de Pologne,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi en bref la Guerre de Sept Ans,résumé
Peux-tu me faire un quizz sur la Guerre civile angolaise ?,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un quizz sur la Guerre d'Algérie,quizz
Fais-moi un quizz sur la Guerre civile yéménite,quizz
Quels sont les conflits les plus meurtriers de la Guerre civile libérienne ?,recherche
Quels sont les événements de la Guerre d'Irak ?,recherche
Raconte-moi l'histoire de la Guerre du Golfe,recherche
Génère un quizz sur la Guerre franco-prussienne,quizz
Je veux un résumé sur la Guerre de 1812,résumé
Fais-moi un résumé sur la Guerre de la Quadruple-Alliance,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les événements clés de la Guerre franco-prussienne ?,recherche
Explique-moi en bref la Guerre de Trente Ans,résumé
Explique-moi en bref la Guerre du Yom Kippour,résumé
Explique-moi la Guerre de Crimée,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Génère un quizz sur la Guerre franco-prussienne,quizz
Affiche-moi les réponses du test,quizz_reponses
Quels sont les empires ayant existé en la Guerre de Bosnie ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux une fiche de révision sur la Guerre de la Ligue de Cambrai,résumé
J’aimerais un quiz sur la Guerre d'Afghanistan,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi un résumé de Première la Guerre mondiale,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me faire un quizz sur la Guerre civile syrienne ?,quizz
J’aimerais un quiz sur la Guerre du Haut-Karabagh,quizz
Test mes connaissances sur la Guerre du Golfe,quizz
Fais-moi un résumé sur la Guerre du Donbass,résumé
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me faire un quizz sur la Guerre de Sept Ans ?,quizz
Je veux un résumé sur la Guerre de Crimée,résumé
Fais-moi un résumé sur la Guerre du Donbass,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quand a commencé Seconde Guerre mondiale ?,recherche
Peux-tu me faire un quizz sur la Guerre d'indépendance irlandaise ?,quizz
Pose-moi des questions sur la Guerre de la Ligue de Cambrai,quizz
Donne-moi un résumé de la Guerre du Haut-Karabagh,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux une fiche de révision sur la Guerre de Dévolution,résumé
Je veux un quizz sur la Guerre d'Irak,quizz
Je veux un quizz sur la Guerre civile éthiopienne,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quand a commencé la Guerre civile libérienne ?,recherche
Explique-moi en bref la Guerre de Trente Ans,résumé
Quels sont les empires ayant existé en la Guerre civile chinoise ?,recherche
Quels sont les faits marquants de la Guerre de Corée ?,recherche
Peux-tu me faire un quizz sur la Guerre de Sept Ans ?,quizz
Affiche-moi les réponses du test,quizz_reponses
Explique-moi en bref la Guerre des Boers,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Dis-moi tout ce que tu sais sur la Guerre civile libérienne,recherche
Quels sont les événements majeurs de la Guerre de Dévolution ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre des Boers ?,quizz
Explique-moi la Guerre civile centrafricaine,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Test mes connaissances sur les Guerres napoléoniennes,quizz
Raconte-moi une anecdote sur la Guerre du Vietnam,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre d'Indépendance des États-Unis ?,quizz
Explique-moi en bref la Guerre civile chinoise,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un résumé sur la Guerre civile centrafricaine,résumé
Quels sont les événements clés de la Guerre civile yéménite ?,recherche
Fais-moi un résumé sur la Guerre de Succession d'Autriche,résumé
Peux-tu me faire un quizz sur la Guerre d'Algérie ?,quizz
Pose-moi des questions sur la Guerre du Mali,quizz
Pose-moi des questions sur la Guerre de Succession d'Autriche,quizz
Fais-moi une synthèse sur la Guerre de la Quadruple-Alliance,résumé
Explique-moi en bref la Guerre de Dévolution,résumé
Je veux un résumé sur la Guerre civile sud-soudanaise,résumé
Je veux un résumé sur Première la Guerre mondiale,résumé
Explique-moi ce qu'était la Guerre d'Indépendance des États-Unis,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Test mes connaissances sur la Guerre civile syrienne,quizz
Affiche-moi les réponses du test,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Test mes connaissances sur la Guerre civile syrienne,quizz
Je veux un résumé sur Seconde Guerre mondiale,résumé
Raconte-moi en quelques phrases la Guerre civile libyenne,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Test mes connaissances sur Seconde Guerre mondiale,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Je veux une fiche de révision sur la Guerre du Tigré,résumé
J’aimerais apprendre plus sur la Guerre civile russe,recherche
Fais-moi un quizz sur la Guerre de Sept Ans,quizz
Quels sont les personnages célèbres de la Guerre du Kosovo ?,recherche
Test mes connaissances sur la Guerre franco-prussienne,quizz
Explique-moi en bref la Guerre du Mali,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre de Succession d'Espagne ?,recherche
Raconte-moi en quelques phrases la Guerre de Succession d'Autriche,résumé
Pose-moi des questions sur la Guerre d'Indépendance des États-Unis,quizz
Génère un quizz sur la Guerre du Golfe,quizz
Quelles sont les causes de la Guerre de la Quadruple-Alliance ?,recherche
Je veux un résumé sur Seconde Guerre mondiale,résumé
Quels sont les faits marquants de la Guerre civile syrienne ?,recherche
Raconte-moi en quelques phrases la Guerre des Boers,résumé
J’aimerais un quiz sur la Guerre de Succession d'Espagne,quizz
Que s’est-il passé en la Guerre de Hollande ?,recherche
Je veux un résumé sur la Guerre du Darfour,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quand a eu lieu la Guerre franco-prussienne ?,recherche
J’aimerais un quiz sur les Guerres de la Révolution française,quizz
Je veux un quizz sur la Guerre civile centrafricaine,quizz
Quelles sont les causes de la Guerre d'indépendance irlandaise ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Raconte-moi en quelques phrases la Guerre civile russe,résumé
Fais-moi un quizz sur la Guerre civile sud-soudanaise,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Test mes connaissances sur la Guerre civile libyenne,quizz
Quels sont les événements majeurs de la Guerre civile yéménite ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Que s’est-il passé en la Guerre de Trente Ans ?,recherche
Fais-moi un résumé sur la Guerre d'Irak,résumé
Explique-moi la Guerre de Succession d'Espagne,recherche
Affiche-moi les réponses du test,quizz_reponses
Fais-moi une synthèse sur la Guerre de la Quadruple-Alliance,résumé
Donne-moi un résumé de la Guerre de Succession de Pologne,résumé
Donne-moi des informations sur la Guerre d'Indépendance des États-Unis,recherche
Je veux une fiche de révision sur la Guerre de la Ligue d'Augsbourg,résumé
Explique-moi une bataille célèbre liée à la Guerre du Haut-Karabagh,recherche
Peux-tu me faire un quizz sur les Guerres napoléoniennes ?,quizz
Quels sont les empires ayant existé en la Guerre civile sierra-léonaise ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un quizz sur les Guerres napoléoniennes,quizz
Explique-moi la Guerre civile angolaise,recherche
Fais-moi une synthèse sur la Guerre de la Quadruple-Alliance,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un quizz sur la Guerre de la Ligue de Cambrai,quizz
Explique-moi ce qu'était la Guerre d'Algérie,recherche
Fais-moi un résumé sur la Guerre civile éthiopienne,résumé
Test mes connaissances sur la Guerre civile yéménite,quizz
Génère un quizz sur la Guerre de Sécession,quizz
Fais-moi un quizz sur la Guerre d'indépendance grecque,quizz
Fais-moi un quizz sur la Guerre de 1812,quizz
Quand a commencé la Guerre du Haut-Karabagh ?,recherche
Je veux une fiche de révision sur la Guerre d'Indépendance des États-Unis,résumé
Quels sont les empires ayant existé en la Guerre de la Quadruple-Alliance ?,recherche
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre de la Ligue d'Augsbourg,quizz
Explique-moi la Guerre civile syrienne,recherche
Je veux un quizz sur la Guerre du Darfour,quizz
J’aimerais apprendre plus sur la Guerre d'indépendance grecque,recherche
Raconte-moi en quelques phrases la Guerre de Bosnie,résumé
Je veux un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
Quels sont les événements de la Guerre civile libérienne ?,recherche
Fais-moi un quizz sur la Guerre de Trente Ans,quizz
Dis-moi tout ce que tu sais sur la Guerre d'Indépendance des États-Unis,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un résumé sur la Guerre de Dévolution,résumé
Quels sont les événements majeurs de la Guerre de la Ligue de Cambrai ?,recherche
Test mes connaissances sur la Guerre du Tigré,quizz
Quels sont les événements de la Guerre du Golfe ?,recherche
Fais-moi un quizz sur la Guerre des Boers,quizz
Peux-tu me faire un quizz sur la Guerre de Corée ?,quizz
J’aimerais un quiz sur la Guerre d'Algérie,quizz
Génère un quizz sur la Guerre civile angolaise,quizz
Pose-moi des questions sur la Guerre d'Espagne,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi un résumé de la Guerre de Bosnie,résumé
Génère un quizz sur la Guerre de Sécession,quizz
Fais-moi un quizz sur la Guerre d'Indépendance des États-Unis,quizz
J’aimerais un quiz sur la Guerre du Kosovo,quizz
Que s’est-il passé en la Guerre de Bosnie ?,recherche
Fais-moi un quizz sur la Guerre civile russe,quizz
J’aimerais un quiz sur la Guerre Iran-Irak,quizz
Fais-moi un quizz sur la Guerre Iran-Irak,quizz
Génère un quizz sur la Guerre civile centrafricaine,quizz
Raconte-moi en quelques phrases la Guerre de la Ligue d'Augsbourg,résumé
Quels sont les conflits les plus meurtriers de la Guerre des Boers ?,recherche
Quels sont les conflits les plus meurtriers de la Guerre d'Algérie ?,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre de Succession d'Autriche,quizz
Fais-moi un exposé sur un grand personnage de la Guerre civile sierra-léonaise,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre du Darfour,quizz
Explique-moi la Guerre d'Indépendance des États-Unis,recherche
Donne-moi un résumé de la Guerre civile mozambicaine,résumé
Fais-moi un exposé sur un grand personnage de la Guerre de la Ligue de Cambrai,recherche
Test mes connaissances sur la Guerre civile centrafricaine,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre de Succession d'Autriche,quizz
Quels sont les événements clés de la Guerre de Trente Ans ?,recherche
